,logFC,AveExpr,t,P.Value,adj.P.Val,B
SSBP3-AS1,-0.661162780680859,0.672877885827433,-5.42120519874271,3.11028193239182e-06,7.57854912772745e-05,4.44073955579959
ADGRA3,-1.78897526060832,0.288008347140687,-5.42015763727634,3.12077233365234e-06,7.59865527609955e-05,4.43751113791274
SERPINE2,-1.01815354102689,0.637246769247207,-5.41930137186571,3.12937320679118e-06,7.61413515303989e-05,4.43487231973007
SPNS1,-0.527174402895618,0.0697822366094721,-5.41804450162675,3.14204072745026e-06,7.63515459162737e-05,4.43099901808107
RAB27A,0.693474926668317,6.7474155828295,5.41796439944062,3.14284977365886e-06,7.63515459162737e-05,4.43075217054777
TSPYL1,-0.650106088078226,5.14438775690798,-5.41777530242635,3.14476050883715e-06,7.63515459162737e-05,4.43016943998867
DHX34,0.740222455989109,7.10345683403393,5.4175077898714,3.14746556917595e-06,7.63625992487276e-05,4.42934506447421
NUP214,0.766059424792594,7.13213208605135,5.41691873900678,3.15343015387223e-06,7.64115582915143e-05,4.42752984321451
BSG,0.994620986061595,8.65445151816428,5.41686390014279,3.15398601044168e-06,7.64115582915143e-05,4.42736085278688
IL4R,0.9108428455144,8.5464321606,5.4166104116869,3.15655668150346e-06,7.64192916430745e-05,4.42657971014118
APOBEC3A,1.06226694034119,7.87767022848628,5.41527667650336,3.17011669010511e-06,7.66928729120084e-05,4.42246978343255
FTH1P23,1.1830928288604,1.97945642212653,5.41441526779409,3.17890535840178e-06,7.68507162926447e-05,4.41981540357629
AL158151.1,-1.40522396542473,-1.57842482681145,-5.41324020810817,3.1909331897132e-06,7.70865867083597e-05,4.41619460940994
GNG5,0.873466896896295,5.047133739568,5.41250008314888,3.1985322790763e-06,7.7215208119778e-05,4.41391405924011
LINC01184,-0.764106295517228,2.46996006957547,-5.41189144337195,3.20479485353499e-06,7.73114050594773e-05,4.41203868333392
GPR18,-1.00381417159915,2.96440957739001,-5.41077108836562,3.21635460146236e-06,7.75297645026056e-05,4.40858664816046
OSER1,0.797682355463296,5.81082407196887,5.41057182858054,3.21841488964031e-06,7.75297645026056e-05,4.40797269851057
SPTBN1,-1.23159081503373,5.92029025769315,-5.40975859498176,3.22683710636925e-06,7.7677521322259e-05,4.40546703093431
CAD,-0.595730909101015,4.84148017413175,-5.40934807206102,3.23109698961423e-06,7.76806618067441e-05,4.40420217939999
DZANK1,-0.665551105204558,0.518417617054227,-5.40930494558968,3.2315448256179e-06,7.76806618067441e-05,4.40406930422738
AL121839.2,-1.40569735591045,2.23477108848825,-5.40840494539802,3.240904749958e-06,7.78505230170378e-05,4.40129638072432
P2RY13,0.831790690828557,7.89187928246103,5.40593108693299,3.26677179771139e-06,7.84163849773126e-05,4.39367465105674
AC090559.1,0.789479922003423,6.99689240531376,5.40557042063513,3.27056008954294e-06,7.84518378510716e-05,4.39256350722154
DNAJB12,0.623587894977597,6.27549953490986,5.40437810572177,3.28311479987283e-06,7.86685311662672e-05,4.38889027807313
ATG9B,-0.910188129349595,1.73832928299539,-5.40427248762341,3.28422923406401e-06,7.86685311662672e-05,4.38856489948497
HLA-B,1.02102082584379,12.8835793968573,5.403382852065,3.29363120587196e-06,7.87106475789792e-05,4.38582422263644
CCDC149,0.769120933515502,3.71750211576501,5.40338095238546,3.29365131094336e-06,7.87106475789792e-05,4.38581837040321
SLC38A1,-1.42526495757529,6.42456265085957,-5.40330783532841,3.29442523087185e-06,7.87106475789792e-05,4.38559312309414
MYO1F,0.828904044610618,10.6220576565759,5.40322866782624,3.29526339666871e-06,7.87106475789792e-05,4.38534923696757
AC024560.2,-1.21826514265396,-0.800612160421848,-5.40174016809775,3.31106204341934e-06,7.89854128242152e-05,4.38076379572075
CALCOCO2,0.588926700763721,7.02291452456084,5.4017064557228,3.31142073091916e-06,7.89854128242152e-05,4.38065994388914
CYP24A1,-1.49293854494352,-2.70076751803176,-5.40102626849134,3.318665937556e-06,7.91026399245266e-05,4.37856462689121
PLA2G4A,1.0205438515068,2.19840421211603,5.40028489891457,3.32658080011767e-06,7.91877216010399e-05,4.37628087486999
MYC,-0.797848533446683,5.40576560405763,-5.40025489577699,3.32690150854643e-06,7.91877216010399e-05,4.37618845251832
TRBV6-1,-1.30623300101753,1.3229328731236,-5.39939832139246,3.33607055184458e-06,7.93455106243234e-05,4.37354986804118
TUT4,-1.00553029981311,5.11023862004572,-5.39919916031404,3.33820603298373e-06,7.93455106243234e-05,4.37293638138431
CEP41,-0.651264104014786,2.45507872314858,-5.39825950627072,3.34829971215512e-06,7.95297332610001e-05,4.37004195205787
BX539320.1,1.1693112956531,1.03451363845761,5.3966174005105,3.36601197652089e-06,7.98945304245258e-05,4.3649839014649
ABTB1,1.01514288689812,9.5940395315103,5.3953954731135,3.37925249570327e-06,8.01527520678969e-05,4.36122021805662
CDCA7L,-1.41301428698244,3.1804756646217,-5.39472023071431,3.38659146734468e-06,8.02707315535008e-05,4.35914043587364
AIG1,0.745144866229531,3.43277160470002,5.39399634551913,3.39447672294932e-06,8.04014856457402e-05,4.35691086746252
ZFP82,-0.775941853432669,1.70948546773529,-5.39320745863709,3.40309082890546e-06,8.05493088666032e-05,4.35448113632134
FAM178B,-1.28162128480247,-1.65455081423752,-5.39273027820293,3.40831185970688e-06,8.06166697854849e-05,4.35301146666791
LINC00954,-0.586041239455451,3.5745291584635,-5.39154592380773,3.4213048178719e-06,8.08676379722897e-05,4.34936384000676
CLIC1P1,1.04936903060953,-0.384352772408784,5.39121303822567,3.42496559694888e-06,8.08978304047592e-05,4.34833862249109
CFAP46,-1.41640710460509,-1.83826372420547,-5.39088917321652,3.42853091353469e-06,8.09257275849753e-05,4.3473411940773
UBE2R2,0.68696542143693,7.32279903013894,5.39010301565288,3.43720080554413e-06,8.10739887017227e-05,4.34492004417034
RRN3P1,-1.12274752323884,2.19315937667988,-5.38860747000242,3.4537541838927e-06,8.14078642428375e-05,4.34031429610285
AL137789.1,1.73950052645229,-1.07469463018029,5.38837054082459,3.45638388699509e-06,8.1411679503184e-05,4.33958465339254
SLC9A8,0.824337691992127,6.70179620029833,5.38816082984458,3.45871315313156e-06,8.1411679503184e-05,4.33893883471932
SCAI,-1.19448517856117,2.31600806740935,-5.38726629814119,3.46866628307239e-06,8.15893769785469e-05,4.33618410151698
CD200,-1.77783957642669,0.967414866390514,-5.38676342616533,3.47427405616202e-06,8.16646883755203e-05,4.33463551982956
PAWR,-1.117015622359,0.99649420921256,-5.38559051352461,3.48738883815758e-06,8.19162297195464e-05,4.3310236357782
NT5DC4,1.35864739180443,0.658252552604699,5.38346445316202,3.5112867208741e-06,8.23989489700062e-05,4.32447686926831
SLC19A1,0.828219477260984,7.02268280804942,5.38333077589224,3.51279474278472e-06,8.23989489700062e-05,4.32406524852864
ZNF329,-0.743840964216882,2.64979772390978,-5.38255629685255,3.52154437160264e-06,8.2505835114963e-05,4.32168048847278
CAND2,-1.1192324543537,-0.218439504737362,-5.38249718774743,3.52221304229513e-06,8.2505835114963e-05,4.32149848271662
LINC02397,-1.92862534387048,0.892643790071029,-5.3810418800559,3.53871605641411e-06,8.28352416460744e-05,4.31701745349891
ZNF502,-1.46541619065499,0.386626206604341,-5.38081146376437,3.54133598932786e-06,8.28394391107969e-05,4.31630799424796
VMAC,-0.543575709746386,3.48937780280551,-5.37988489087959,3.55189100757331e-06,8.30291216109182e-05,4.3134550854002
RPAP1,-0.557129265708237,4.1440305759996,-5.37586925240323,3.59799766258054e-06,8.40490272975283e-05,4.30109170125146
IGHD3-9,-1.38635844670427,-1.69881823876443,-5.37558145834029,3.60132480664404e-06,8.40688903625255e-05,4.30020568380868
CCDC141,-1.57401196908722,-0.656855363830887,-5.37532475360524,3.60429511239379e-06,8.40804018590172e-05,4.29941538470342
IKZF3,-1.09771442712615,6.83112373507942,-5.37361668995683,3.62412106238826e-06,8.44848331727899e-05,4.29415701116795
AL355922.1,1.54544458202488,-0.257019506199942,5.37325761893183,3.62830266630955e-06,8.45242615647761e-05,4.29305161750388
AL513327.1,1.05114346129939,4.2067511387718,5.3715554312461,3.64819104825705e-06,8.49292870781487e-05,4.28781159336246
SPDYE3,-0.833868921250895,2.09325478181093,-5.36966156370048,3.67044640692254e-06,8.53888224426079e-05,4.28198175355391
GNG11,1.2842430268201,4.00029285714671,5.3694040267342,3.67348320044465e-06,8.54009361571865e-05,4.28118900527247
AL021393.1,1.63253780683027,-2.53245308793532,5.36877458388266,3.680915905305e-06,8.54467143408971e-05,4.27925147998546
ATP6V0E2,-0.85478983757869,4.52157931433806,-5.36872801084602,3.68146645136462e-06,8.54467143408971e-05,4.27910812193856
PKM,0.68683060972596,9.17321162079625,5.36859792662265,3.68300462791622e-06,8.54467143408971e-05,4.27870770612622
GTPBP3,-0.734078484325845,3.37661963770319,-5.36742472333343,3.69690602535669e-06,8.57106450223066e-05,4.27509649397014
GAS6,1.06857783823826,3.74844545721847,5.36696926341954,3.70231685707631e-06,8.57775008620369e-05,4.27369458016815
COLGALT1,0.450774311918185,7.1034601246846,5.36650607948608,3.70782752312191e-06,8.58465769371104e-05,4.27226890760047
RAB5IF,1.0491244534919,4.88427391071633,5.36550220382084,3.71979899416859e-06,8.60300049064983e-05,4.2691790498399
ZC3H12B,-1.24161815513677,0.500759278912345,-5.36541679761249,3.72081925645924e-06,8.60300049064983e-05,4.26891617910087
SEPHS2,0.59678835096471,5.98345799851195,5.36497673655301,3.72608063520162e-06,8.60347324275659e-05,4.26756172913863
TMEM120A,1.17077825751701,6.2023915707145,5.36497568323683,3.72609323753821e-06,8.60347324275659e-05,4.26755848718764
LAPTM5,0.628455415022668,10.4438084725837,5.36315364145802,3.7479564917341e-06,8.64807200832351e-05,4.26195063748198
TCIRG1,0.934919359424934,9.45701591534127,5.36042257876398,3.78096640623901e-06,8.71831261960357e-05,4.25354548636752
RPS6KA1,0.709717913440732,8.87650162481639,5.35910027369384,3.79705256423104e-06,8.74946083741547e-05,4.24947614686385
PLEKHB1,-0.795563947129176,3.85328373117709,-5.35794301321666,3.81118672298729e-06,8.77607189631172e-05,4.24591483394999
ADAMTS10,-1.04340538172298,3.77258856983569,-5.35674765981838,3.82584103384267e-06,8.80384382174155e-05,4.24223640189435
BCKDHB,-1.03857554498381,1.83769225568659,-5.35646807021919,3.82927670715188e-06,8.80503054620878e-05,4.24137604325954
AKIRIN2,0.732004625970036,6.32366599949657,5.35628361492414,3.83154502290683e-06,8.80503054620878e-05,4.24080843703836
AC138904.1,-0.949900680696451,-1.90790216731488,-5.35566713806753,3.8391357642137e-06,8.81650514945477e-05,4.238911431946
CCNI2,-0.776213814710759,0.290176213335317,-5.35495462192095,3.84792766938947e-06,8.83072082179969e-05,4.23671893353091
DOCK9,-1.38662035078894,4.1531123962722,-5.3504420864407,3.90407547025388e-06,8.95352227103765e-05,4.22283421632805
CENPL,-0.862795837145762,0.878133508463732,-5.34902544652421,3.9218695678808e-06,8.98492541348776e-05,4.2184756485602
FZD5,1.20064440897976,0.881812544324941,5.34884382370108,3.92415671323575e-06,8.98492541348776e-05,4.21791686184339
CAPG,1.1660182568358,7.19225988868908,5.34872054830561,3.92570985451722e-06,8.98492541348776e-05,4.21753759017734
SHROOM4,1.65249274038584,-0.658740665283698,5.34835703051739,3.93029335699477e-06,8.98935425357929e-05,4.21641919054346
AL021154.1,-1.19680904923063,-2.62542664425944,-5.34699430899808,3.9475229513893e-06,9.02047740935294e-05,4.21222672916706
H3P36,0.755957635759499,-0.0284058384818604,5.3468607104285,3.94921614233058e-06,9.02047740935294e-05,4.21181571611404
TMEM91,1.31334411552122,5.19141062799446,5.34553385006709,3.96607163012306e-06,9.0523871359654e-05,4.20773373435498
CD22,-1.62555377335026,5.68384197090943,-5.34534154710318,3.96852043436348e-06,9.0523871359654e-05,4.20714214067874
LRRC25,0.942066177303948,8.42463759907746,5.34346364754398,3.99251290893012e-06,9.10099886869751e-05,4.20136519104333
ZNF345,-1.15208511068507,1.7030841243097,-5.34132552613145,4.02000557530663e-06,9.15751874074212e-05,4.19478805890816
RNASEH1,-0.633550446613949,3.67893523801483,-5.33773992938507,4.06653327566444e-06,9.25729526778016e-05,4.18375910958429
POU2AF1,-1.03298835454868,5.06049586957193,-5.33628887337003,4.08551433104771e-06,9.29427127509526e-05,4.17929608744884
WDR59,-0.382036563210733,4.81358915353612,-5.33372980001644,4.11920399140625e-06,9.36463642842003e-05,4.17142553264753
ETS1,-1.50285999762653,7.94288861185936,-5.33337596351817,4.12388384601777e-06,9.36900036824199e-05,4.17033733184854
ZDHHC19,2.64624957818013,2.43764090923526,5.33278947487708,4.13165240511349e-06,9.38037096550918e-05,4.16853364649841
CEP95,-0.488651714080495,4.32692667165193,-5.33141699448688,4.14988899734152e-06,9.41547676121429e-05,4.16431283077307
PSMC1P1,0.568799683544887,4.7864621287544,5.33118921230114,4.15292334230596e-06,9.41606707311616e-05,4.1636123421891
CLMN,0.67656798971727,5.08900819919999,5.33076924453428,4.15852362126034e-06,9.4224705442469e-05,4.16232084447144
MAPK3,0.927597377007446,6.95616749774407,5.32946108780018,4.17601605505634e-06,9.45579299137575e-05,4.1582980504805
ZNF141,-0.915803155328019,3.58443122355753,-5.32856353941633,4.18806017987278e-06,9.47674257501612e-05,4.15553802229019
C15orf62,-0.64699082332778,2.08370782933333,-5.32809911659245,4.19430577372511e-06,9.4845520700718e-05,4.15410991262362
SIPA1L3,-0.946915952017158,4.85755152367048,-5.32711660708478,4.2075491522768e-06,9.50816466888011e-05,4.15108873239365
OLFM2,-1.00603321887746,3.0347695879206,-5.32683106763152,4.21140576336405e-06,9.50890431902986e-05,4.15021072360491
OTUD3,-0.86980612601567,3.31423563751565,-5.32667763823477,4.21347949320043e-06,9.50890431902986e-05,4.14973894434371
ZNF662,-1.16711108406384,0.0387207404229482,-5.32642334718516,4.21691868925359e-06,9.51034246848143e-05,4.14895703023986
LINC00680,-0.836374984174241,1.8691908379828,-5.32609563776622,4.2213549563907e-06,9.51402589175386e-05,4.14794937117148
PYGO2,-0.457485362199218,5.76125874930085,-5.32576320185257,4.22585994496053e-06,9.51785920715662e-05,4.1469271875729
POLR3E,-0.680247967232393,4.57880850559572,-5.32539640414235,4.23083612888521e-06,9.52274800309164e-05,4.14579935756492
CROCC,-0.714386295440694,5.05770621366808,-5.32449555560986,4.24308226897305e-06,9.53142596348021e-05,4.14302947312615
SCML1,-1.40887996733867,1.67581293058925,-5.32449402581117,4.24310309499096e-06,9.53142596348021e-05,4.14302476943212
GNAI2,0.661217677120835,10.0531830334657,5.32449307129211,4.24311608945218e-06,9.53142596348021e-05,4.14302183455874
AC007381.1,-1.37483954998518,-0.472454380078267,-5.32399053381941,4.24996293762002e-06,9.53521909983611e-05,4.14147668554157
CD96,-1.02078024795328,5.68761071207284,-5.32395677927625,4.25042322139297e-06,9.53521909983611e-05,4.14137290137046
STX3,0.705690503998627,7.65611233486507,5.32260110430613,4.26895047780534e-06,9.56942130249382e-05,4.13720472006795
SH3PXD2A,-0.972327378086473,3.5038887887128,-5.3224290265952,4.27130789973429e-06,9.56942130249382e-05,4.13667565755507
G6PD,0.959233805877361,7.51807306218701,5.3220584863244,4.27638860171412e-06,9.57256230745029e-05,4.13553641891089
AZIN2,-0.62375829869844,1.70443592237538,-5.32191552561916,4.27835042731781e-06,9.57256230745029e-05,4.13509688431601
AC116407.1,1.23562399225657,-1.29784860333463,5.32137580636887,4.28576496712952e-06,9.58283494824177e-05,4.13343752508528
ZC3H8,-0.707887494187332,3.0977188370696,-5.32093933067072,4.29177050655589e-06,9.58994565724292e-05,4.13209560382845
HABP4,-0.803263246811996,2.82482393926066,-5.31993492439768,4.30562207065132e-06,9.61456738960837e-05,4.12900766854107
ZNF275,-0.920616438713875,3.99360749725161,-5.31780218633604,4.33518168999301e-06,9.67399218878858e-05,4.12245107248426
KANTR,-0.876894831945239,2.79659605580311,-5.3176043306903,4.33793415571746e-06,9.67399218878858e-05,4.12184283096787
RAD51D,-0.495665991652354,3.43274227707861,-5.31730866944795,4.34205047854921e-06,9.67681400807073e-05,4.12093392450577
NBPF11,-0.685138462636637,2.84401146269623,-5.31592229011237,4.361404067562e-06,9.71356803551111e-05,4.11667208342007
AL139424.3,1.76178786837418,-0.608709055937766,5.31388862694673,4.38994877804186e-06,9.77073058519979e-05,4.1104207220714
ENO2,-0.761338998362221,4.2539210648089,-5.31351805716838,4.39517008972788e-06,9.77594123103169e-05,4.10928164849831
GMIP,0.655359385687128,8.53086971750188,5.31305039057598,4.40176829812408e-06,9.77849636385689e-05,4.10784413044858
AP002381.2,0.760562480102429,3.56618100231697,5.31302826272995,4.40208073889969e-06,9.77849636385689e-05,4.1077761141048
LRRN3,-2.51073945893259,2.5211499861826,-5.31267450956172,4.40707865573771e-06,9.78319579679852e-05,4.10668875669838
ATG16L2,0.710334798422906,9.50100645944132,5.31200732727056,4.41652012763208e-06,9.79437048576844e-05,4.10463801665749
OVGP1,-0.886012047454805,1.15726124770554,-5.31183372284402,4.41898014230316e-06,9.79437048576844e-05,4.10410440900238
GBP1P1,1.73489049826909,2.3425447360074,5.31170751256123,4.42076942554866e-06,9.79437048576844e-05,4.10371647819664
WDR6,-0.584355888862106,6.35942954647952,-5.31066152892835,4.43562606299416e-06,9.82087539661759e-05,4.10050150278177
ZNF566,-1.14726615519496,1.55537311455059,-5.31034494830687,4.44013238864198e-06,9.82444416788045e-05,4.09952846606342
ATP6V1B2,0.704800830573925,8.69392715552196,5.3098975477033,4.4465086107453e-06,9.83214301406626e-05,4.09815335728963
FTH1P2,1.08774822420002,4.61089494534448,5.30756057717761,4.4799625717036e-06,9.89966729223721e-05,4.09097082464776
MGAM,1.28355026164476,7.67785197569602,5.30658574877998,4.4939911272477e-06,9.92420604040609e-05,4.08797488306137
PHTF1,0.852671994599364,4.08123646960292,5.30352438648889,4.53833088819997e-06,0.000100156064374046,4.07856690240034
NMT2,-1.02122630100303,3.61161765884717,-5.30176584229309,4.56399729170945e-06,0.000100657047482263,4.07316300805144
ZNF793,-1.1662979549499,1.22652201454586,-5.30081226087191,4.57797529566796e-06,0.000100899764601014,4.07023282015626
DHRS3,-0.811368312615171,3.5701702084271,-5.29996975946022,4.59036041880244e-06,0.000101107081982474,4.06764402435827
BCAR3,-0.967923918986748,0.28472445980452,-5.29936342782531,4.59929433733463e-06,0.000101238163682109,4.06578095561381
PPP1R3E,-0.442418288857261,4.46270760922163,-5.29889716760426,4.60617613618612e-06,0.000101323934163596,4.06434830360052
FAM83G,-0.815655249470084,3.00575669425736,-5.29722255983307,4.63097706299375e-06,0.000101803512611486,4.05920297811113
AC009303.4,0.868140045112355,0.312462964643275,5.29659373027717,4.64032423918301e-06,0.00010194296784877,4.05727092472554
